         1457927 function calls (1423228 primitive calls) in 1.148 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      177    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:1(<module>)
      154    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
        1    0.000    0.000    0.000    0.000 _mask.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:724(validate)
        1    0.000    0.000    0.000    0.000 dtypes.py:690(DatetimeTZDtype)
     1848    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _empirical_covariance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pep440.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:812(_sanity_check)
        1    0.000    0.000    0.000    0.000 _tnc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pslinux.py:516(per_cpu_times)
        1    0.000    0.000    0.000    0.000 generic.py:1329(DataFrameGroupBy)
        2    0.000    0.000    0.000    0.000 textwrap.py:386(fill)
        1    0.000    0.000    0.000    0.000 _factor_analysis.py:1(<module>)
        3    0.000    0.000    0.000    0.000 arrayprint.py:469(<lambda>)
        1    0.000    0.000    0.000    0.000 _theil_sen.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _quantile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:319(wrapper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:195(_write_atomic)
        1    0.000    0.000    0.000    0.000 _linesearch.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _ufunc_config.py:472(inner)
        1    0.000    0.000    0.000    0.000 docscrape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qmvnt.py:1(<module>)
      597    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        1    0.000    0.000    0.000    0.000 _truncated_svd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
     1584    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        3    0.000    0.000    0.000    0.000 arrayprint.py:975(__init__)
        1    0.000    0.000    0.000    0.000 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _binned_statistic.py:1(<module>)
     1216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
      157    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 _classification_threshold.py:48(BaseThresholdClassifier)
      856    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 textwrap.py:361(fill)
       30    0.000    0.000    0.000    0.000 _inspect.py:141(formatargspec)
        1    0.000    0.000    0.000    0.000 base.py:285(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 _pslinux.py:201(_scputimes_ntuple)
        1    0.000    0.000    0.000    0.000 backports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:101(ParserBase)
        2    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:347(wrap)
        3    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3017(sample)
        3    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:1868(_arg_trim_zeros)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _isotonic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:87(DatetimeIndexOpsMixin)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
        1    0.000    0.000    0.000    0.000 trf_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 arrayprint.py:1001(fillFormat)
       36    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
       15    0.000    0.000    0.000    0.000 base.py:549(find)
        1    0.000    0.000    0.000    0.000 _crosstab.py:1(<module>)
     1332    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 _multivariate.py:2694(__init__)
        4    0.000    0.000    0.000    0.000 pathlib.py:1007(open)
        1    0.000    0.000    0.000    0.000 _ni_docstrings.py:1(<module>)
      157    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
      437    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
      152    0.000    0.000    0.000    0.000 _config.py:63(set_config)
       41    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
      106    0.000    0.000    0.000    0.000 extension.py:32(_inherit_from_data)
      438    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:352(contains)
        1    0.000    0.000    0.000    0.000 stata.py:827(StataMissingValue)
      439    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        2    0.000    0.000    0.000    0.000 pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
     2934    0.000    0.000    0.000    0.000 inspect.py:2769(default)
        1    0.000    0.000    0.000    0.000 _mean_shift.py:1(<module>)
       66    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
       13    0.000    0.000    0.000    0.000 core.py:8758(__init__)
        1    0.000    0.000    0.000    0.000 doccer.py:263(filldoc)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
     1856    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      243    0.000    0.000    0.000    0.000 types.py:192(__init__)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:49(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:292(unindent_dict)
        1    0.000    0.000    0.000    0.000 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encode.py:1(<module>)
      115    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
      156    0.000    0.000    0.000    0.000 inspect.py:323(isdatadescriptor)
      101    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
      546    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
       88    0.000    0.000    0.000    0.000 numerictypes.py:475(issubdtype)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:313(_get_machar)
        3    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2391(skewness)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _multivariate.py:2009(__init__)
        1    0.000    0.000    0.000    0.000 datetimelike.py:198(DatetimeLikeArrayMixin)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
      597    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        3    0.000    0.000    0.000    0.000 queues.py:1(<module>)
     1203    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
      152    0.000    0.000    0.000    0.000 _config.py:35(get_config)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
       63    0.000    0.000    0.000    0.000 _axis_nan_policy.py:340(_axis_nan_policy_factory)
        1    0.000    0.000    0.000    0.000 _search.py:440(BaseSearchCV)
       15    0.000    0.000    0.000    0.000 doccer.py:311(unindent_string)
        3    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2394(kurtosis)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backports.py:60(LooseVersion)
       46    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       13    0.000    0.000    0.000    0.000 core.py:8763(getdoc)
      133    0.000    0.000    0.000    0.000 expr.py:182(<genexpr>)
        1    0.000    0.000    0.000    0.000 config.py:31(detect_gpu)
        1    0.000    0.000    0.000    0.000 base.py:110(ExtensionArray)
        1    0.000    0.000    0.000    0.000 pydoc.py:489(Doc)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:391(__init__)
        2    0.000    0.000    0.000    0.000 _version.py:150(__ge__)
        4    0.000    0.000    0.000    0.000 inspect.py:1351(getfullargspec)
        3    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
       71    0.000    0.000    0.000    0.000 _internal.py:893(_ufunc_doc_signature_formatter)
        2    0.000    0.000    0.000    0.000 _version.py:113(_compare)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:1185(_add_slots)
        1    0.000    0.000    0.000    0.000 sysconfig.py:484(get_makefile_filename)
      255    0.000    0.000    0.000    0.000 inspect.py:2507(<lambda>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:103(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:1(<module>)
       95    0.000    0.000    0.000    0.000 accessor.py:94(_create_delegator_property)
        9    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.000    0.000 _spectral_embedding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qmc.py:802(QMCEngine)
       79    0.000    0.000    0.000    0.000 _internal.py:647(consume_until)
        2    0.000    0.000    0.000    0.000 sysconfig.py:282(_extend_dict)
      631    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
     1725    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        4    0.000    0.000    0.000    0.000 typing.py:2941(TypedDict)
       48    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
      154    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:246(Categorical)
        1    0.000    0.000    0.000    0.000 _base.py:77(BaseLibSVM)
      733    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        5    0.000    0.000    0.000    0.000 decorator.py:75(__init__)
      271    0.000    0.000    0.000    0.000 _param_validation.py:296(__init__)
       72    0.000    0.000    0.000    0.000 pydoc.py:98(_findclass)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3247(_moment_central_transform)
        2    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ransac.py:81(RANSACRegressor)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polyint.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2385(variance)
     1448    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
     1656    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 datetimelike.py:430(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
      578    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
       30    0.000    0.000    0.000    0.000 _array_api.py:503(xp_result_type)
       12    0.000    0.000    0.000    0.000 _strptime.py:219(__seqToRE)
       23    0.000    0.000    0.000    0.000 _available_if.py:96(<lambda>)
       64    0.000    0.000    0.000    0.000 _decorators.py:443(__call__)
        2    0.000    0.000    0.000    0.000 _at.py:27(_AtOp)
      213    0.000    0.000    0.000    0.000 _docscrape.py:465(_str_summary)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
      399    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:296(__init__)
        3    0.000    0.000    0.000    0.000 function_base.py:26(linspace)
        4    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        2    0.000    0.000    0.000    0.000 __init__.py:415(<genexpr>)
      213    0.000    0.000    0.000    0.000 _docscrape.py:470(_str_extended_summary)
        9    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
       40    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
      171    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
        1    0.000    0.000    0.000    0.000 _optics.py:33(OPTICS)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
       76    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
